	shopname	address	phone	website	longitude	latitude
399	Peet&#39s Coffee & Tea	8969 Santa Monica Blvd Pavillions #2739 Grocery, West Hollywood, CA 90069	(310) 595-1730	http://www.peets.com	-118.3783347	34.0931603
400	Yum-Yum Donuts	1608 S Hoover St, Los Angeles, CA 90006	(213) 745-4460	http://www.yumyumdonuts.com	-118.2838495	34.0432775
401	Starbucks Coffee	8701 Lincoln Blvd, Los Angeles, CA 90045	(310) 649-1526	http://www.starbucks.com	-118.4185193	33.9583063
402	Cofax Coffee Shop	440 N Fairfax Ave, Los Angeles, CA 90036	(323) 424-7485	not found	-118.3612051	34.0793404
403	Starbucks Coffee	1601 Wilshire Blvd, Los Angeles, CA 90017	(213) 484-0958	http://www.starbucks.com	-118.270232	34.0556569
404	Peet&#39s Coffee & Tea	2195 Glendale Galleria, Glendale, CA 91210	(818) 334-1400	http://www.peets.com	-118.2591868	34.1459392
405	Mocafe	7900 Santa Monica Blvd, West Hollywood, CA 90046	(323) 848-7161	http://www.mocafela.com	-118.3617476	34.0905454
406	Starbucks Coffee	3150 Wilshire Blvd, Los Angeles, CA 90010	(213) 384-3578	http://www.starbucks.com	-118.2906123	34.0617742
407	Peet&#39s Coffee & Tea	855 N Wilcox Ave, Montebello, CA 90640	(323) 888-4204	http://www.peets.com	-118.1261766	34.0314043
408	Coffee Connection	3838 S Centinela Ave, Los Angeles, CA 90066	(310) 391-1380	not found	-118.4327489	34.0030983
409	The Coffee Bean & Tea Leaf	7235 Beverly Blvd, Los Angeles, CA 90036	(323) 934-1449	http://coffeebean.com	-118.3472712	34.076353
410	Yum-Yum Donuts	6600 E Olympic Blvd, Los Angeles, CA 90022	(323) 721-4122	http://www.yumyumdonuts.com	-118.1304608	34.0110726
411	Shaky Alibi	7401 Beverly Blvd, Los Angeles, CA 90036	(323) 938-5282	http://www.shakyalibi.com	-118.351275	34.076421
412	Healing Coffee Roasters	5007 W Pico Blvd, Los Angeles, CA 90019	(323) 934-3837	http://healingcoffeeroasters.com	-118.3460751	34.0479571
413	Peet&#39s Coffee & Tea	4760 W Pico Blvd Ralph&#39s #0291 Grocery, Los Angeles, CA 90019	(323) 937-4107	http://www.peets.com	-118.3403506	34.0489277
414	Zuma Kitchen Midterranean	1942 Westwood Blvd, Los Angeles, CA 90025	(310) 446-0055	https://www.zumakitchen.com	-118.4346712	34.0476396
415	Cafecito Organico	710 N Heliotrope Dr, Los Angeles, CA 90029	(213) 537-8367	http://www.cafecitoorganico.com	-118.2946972	34.0839914
416	The Coffee Bean & Tea Leaf	1500 Westwood Blvd, Los Angeles, CA 90024	(310) 470-4226	http://coffeebean.com	-118.440308	34.054108
417	Cafe At The Vista	4469 Sunset Dr, Los Angeles, CA 90027	(323) 660-4722	not found	-118.2867433	34.0981795
418	Starbucks Coffee	753 S Arroyo Pkwy, Pasadena, CA 91105	(626) 796-7330	http://www.starbucks.com	-118.1479394	34.1327061
419	Apetit	2500 Wilshire Blvd, Los Angeles, CA 90057	(213) 252-5226	http://eatapetit.com	-118.2811887	34.0600418
420	Taha Cafe & Restaurant	1781 Westwood Blvd, Los Angeles, CA 90024	(310) 473-1781	not found	-118.4373418	34.050162
421	Philz Coffee Inc.	801 S Hope St, Los Angeles, CA 90017	(213) 213-2616	not found	-118.259583	34.0463414
422	Cafe De Leche	5000 York Blvd, Los Angeles, CA 90042	(323) 551-6828	http://www.cafedeleche.net	-118.2068646	34.1212357
423	Peet&#39s Coffee & Tea	11674 Santa Monica Blvd Vons #2267 Grocery, Los Angeles, CA 90025	(310) 820-1012	http://www.peets.com	-118.4484367	34.0448583
424	Kt Cafe	501 W Garvey Ave Ste 108, Monterey Park, CA 91754	(626) 576-8028	not found	-118.129612	34.062744
425	The Coffee Bean & Tea Leaf	5115 Wilshire Blvd Unit G, Los Angeles, CA 90036	(323) 879-8055	http://coffeebean.com	-118.3411527	34.0623511
426	Caffe Carrera	235 S La Cienega Blvd, Beverly Hills, CA 90211	(310) 652-5992	not found	-118.3764124	34.0640573
427	Peet&#39s Coffee & Tea	175 S Fairfax Ave, Los Angeles, CA 90036	(323) 648-4980	http://www.peets.com	-118.3618536	34.0720748
428	Paris Baguette	3470 W 6th St, Los Angeles, CA 90020	(213) 384-0404	http://www.parisbaguetteusa.com	-118.2973745	34.0633291
429	Miss Coffee	300 S Hobart Blvd, Los Angeles, CA 90020	(213) 380-7574	not found	-118.3051281	34.0688303
430	Starbucks Coffee	359 N La Brea Ave, Los Angeles, CA 90036	(323) 525-0164	http://www.starbucks.com	-118.3440882	34.0777795
431	Teavana	10205 Santa Monica Blvd #134, Los Angeles, CA 90067	(310) 277-0121	http://www.teavana.com	-118.4200288	34.0604843
432	Warung Cafe	118 W 4th St, Los Angeles, CA 90013	(213) 626-0662	not found	-118.2479281	34.0484148
433	Caffe Bello	8719 Santa Monica Blvd, West Hollywood, CA 90069	(310) 659-9756	not found	-118.3808133	34.0874082
434	Starbucks Coffee	100 World Way, Los Angeles, CA 90045	(310) 646-0737	http://www.starbucks.com	-118.4005654	33.9449481
435	Starbucks Coffee	1000 Fair Oaks Ave, South Pasadena, CA 91030	(626) 441-2754	http://www.starbucks.com	-118.1499674	34.1146912
436	Peet&#39s Coffee & Tea	1213 Fair Oaks Ave Pavilions #2228 Grocery, South Pasadena, CA 91030	(626) 799-2261	http://www.peets.com	-118.1503488	34.1161196
437	Gourmet Coffee Warehouse	920 N Formosa Ave, Los Angeles, CA 90046	(323) 930-3911	not found	-118.345848	34.087857
438	The Coffee Bean & Tea Leaf	10800 W Pico Blvd, Los Angeles, CA 90064	(310) 441-5918	http://coffeebean.com	-118.4274689	34.0401391
439	Cafe 5901	5901 W Olympic Blvd, Los Angeles, CA 90036	(323) 215-3000	http://www.cafe5901.com	-118.3599415	34.0579099
440	Peet&#39s Coffee & Tea	10250 Santa Monica Blvd Gelson&#39s #04 Grocery, Los Angeles, CA 90067	(310) 277-4288	http://www.peets.com	-118.4148498	34.0571327
441	The Coffee Bean & Tea Leaf	900 W 34th St Suite 130A, Los Angeles, CA 90007	(213) 821-3482	http://coffeebean.com	-118.2871985	34.0233381
442	Golden Night Cafe	5123 W Sunset Blvd, Los Angeles, CA 90027	(323) 906-9924	not found	-118.3016469	34.098717
443	Groundwork Coffee Co	5522 Venice Blvd, Los Angeles, CA 90019	(323) 930-3911	http://www.groundworkcoffee.com	-118.359722	34.043517
444	Night Toast	653 S Spring St, Los Angeles, CA 90014	(213) 488-9944	not found	-118.2522957	34.044788
445	Groundwork Coffee Co	811 Traction Ave, Los Angeles, CA 90013	(213) 626-6060	not found	-118.235313	34.0452579
446	Starbucks Coffee	380 World Way, Los Angeles, CA 90045	(310) 948-5066	http://www.starbucks.com	-118.4092011	33.9431128
447	Dukes	8909 W Sunset Blvd, West Hollywood, CA 90069	(310) 652-3100	http://www.dukeanddukegallery.com	-118.3858214	34.0908487
448	Euro Coffee Bar	3600 Wilshire Blvd, Los Angeles, CA 90010	(213) 382-0024	not found	-118.3036388	34.0607067
449	Main Street Cafe	99 N La Cienega Blvd, Beverly Hills, CA 90211	(310) 289-1196	http://www.mainstreetcafe.biz	-118.3765631	34.0674545
450	Point De Vue	5974 W Pico Blvd, Los Angeles, CA 90035	(323) 965-2251	not found	-118.3703805	34.0520342
451	Peet&#39s Coffee & Tea	6350 W 3rd St Whole Foods; La 3rd And Fairf Grocery, Los Angeles, CA 90036	(323) 964-6800	http://www.peets.com	-118.3520389	34.0664817
452	Starbucks Coffee	1220 W Main St, Alhambra, CA 91801	(626) 308-3290	http://www.starbucks.com	-118.1364175	34.0915454
453	Cafe Dulce	134 Japanese Village Plaza Mall, Los Angeles, CA 90012	(213) 346-9910	http://www.cafedulce.co	-118.2398959	34.0490528
454	Delice Bakery	8583 W Pico Blvd, Los Angeles, CA 90035	(310) 289-6556	http://delicebakery.com	-118.3779622	34.0539679
455	Teavana	8500 Beverly Blvd #650, Los Angeles, CA 90048	(310) 358-0618	http://www.teavana.com	-118.3774933	34.0753309
456	The Coffee Bean & Tea Leaf	8500 Beverly Blvd, Los Angeles, CA 90048	(310) 659-7330	http://coffeebean.com	-118.3774933	34.0753309
457	Coffee Zinio	1731 Westwood Blvd, Los Angeles, CA 90024	(310) 575-9999	http://www.coffeezinio.com	-118.4384407	34.0508903
458	Vicktoria&#39s Bakery & Cafe	2329 W Whittier Blvd, Montebello, CA 90640	(323) 728-2425	not found	-118.1268748	34.0139331
459	Star Bean Cafe & Deli	10940 Wilshire Blvd, Los Angeles, CA 90024	(310) 209-1007	http://www.starbeanla.com	-118.4450106	34.0580431
460	Beach Nation	8289 Santa Monica Blvd, West Hollywood, CA 90046	(323) 654-0020	http://beachnation.com	-118.3700299	34.0908882
461	Lamill Coffee Boutique	1636 Silver Lake Blvd, Los Angeles, CA 90026	(323) 663-4441	http://www.lamillcoffee.com	-118.2686075	34.0888261
462	Southwestern Law School Cafe	3050 Wilshire Blvd, Los Angeles, CA 90010	(213) 388-2541	http://www.swlaw.edu	-118.2884225	34.0613992
463	Kingsley Fusion Cafe and Restaurant	4083 W 3rd St, Los Angeles, CA 90020	(408) 393-7378	not found	-118.3026446	34.0691621
464	Charlie&#39s Coffee Shop	6333 West 3rd St., Los Angeles, CA 90036	(323) 933-0616	not found	-118.3605725	34.0717892
465	Starbucks Coffee	5601 Wilshire Blvd, Los Angeles, CA 90036	(323) 936-4954	http://www.starbucks.com	-118.3510386	34.0628943
466	Mix City Coffee Roasters	5550 W Pico Blvd, Los Angeles, CA 90019	(323) 936-0931	not found	-118.3595715	34.0494111
467	Coffee On Central	3310 S Central Ave, Los Angeles, CA 90011	(323) 235-5494	not found	-118.256385	34.0133591
468	Starbucks Coffee	1131 S Fremont Ave, Alhambra, CA 91803	(626) 457-5234	http://www.starbucks.com	-118.1522684	34.0805388
469	Coffee Beanery	1225 E Washington Blvd, Los Angeles, CA 90021	(213) 747-1693	http://www.coffeebeanery.com	-118.2507441	34.0255156
470	Starbucks Coffee	3060 E Slauson Ave, Huntington Park, CA 90255	(323) 585-6735	http://www.starbucks.com	-118.2135784	33.9891836
471	Kaldi Coffee & Tea	3147 Glendale Blvd, Los Angeles, CA 90039	(323) 660-6005	not found	-118.262172	34.1171448
472	Orange Tree Cafe	3500 W 6th St Ste 301, Los Angeles, CA 90020	(213) 388-8876	http://www.orange.1stdibs.com/search.php	-118.2985898	34.063417
473	Joseph&#39s Cafe	1775 Ivar Ave, Los Angeles, CA 90028	(323) 462-8697	http://www.factual.com/c724cc9f-7d35-4eb4-90ba-b3a46be4b273	-118.3281759	34.1033321
474	Food Lab Catering	7253 Santa Monica Blvd, West Hollywood, CA 90046	(323) 851-7120	http://www.foodlab-la.com	-118.348048	34.090885
475	Yum-Yum Donuts	1976 S La Cienega Blvd, Los Angeles, CA 90034	(310) 836-6061	http://www.yumyumdonuts.com	-118.3764848	34.0405725
476	Tribal Cafe	1651 W Temple St, Los Angeles, CA 90026	(213) 483-4458	http://www.tribalcafe.com	-118.2626408	34.0686591
477	Starbucks Coffee	1213 Fair Oaks Ave, South Pasadena, CA 91030	(626) 799-2261	http://www.starbucks.com	-118.151509	34.1115748
478	Starbucks Coffee	400 World Way, Los Angeles, CA 90045	not found	http://www.starbucks.com	-118.407032	33.9412674
479	Starbucks Coffee	11155 Santa Monica Blvd, Los Angeles, CA 90025	(310) 312-2903	http://www.starbucks.com	-118.4453733	34.0474278
480	Starbucks Coffee	10911 W Pico Blvd, Los Angeles, CA 90064	(310) 470-8863	http://www.starbucks.com	-118.4300596	34.0397093
481	Peet&#39s Coffee & Tea	1129 Fair Oaks Ave Vons #3075 Grocery, South Pasadena, CA 91030	(626) 441-3898	http://www.peets.com	-118.1503488	34.1161196
482	Cafe Troyka	7300 W Sunset Blvd Ste J, Los Angeles, CA 90046	(323) 851-5531	not found	-118.3499347	34.0976232
483	Nestle Toll House Cafe	6801 Hollywood Blvd, Los Angeles, CA 90028	(323) 467-1330	http://www.nestlecafe.com	-118.3399805	34.1026077
484	Starbucks Coffee	800 N Alameda St, Los Angeles, CA 90012	(213) 621-2862	http://www.starbucks.com	-118.2365998	34.0558326
485	Tazza Bianca	146 S Lake Ave Ste 108, Pasadena, CA 91101	(626) 796-9912	not found	-118.1320254	34.1431524
486	Modena	3512 W 8th St, Los Angeles, CA 90005	(213) 384-8759	not found	-118.3076805	34.057358
487	Primo&#39s Expresso Americana	333 S Spring St, Los Angeles, CA 90013	(213) 628-1520	not found	-118.2479591	34.0497243
488	Roosevelt Cafe	2650 N Vermont Ave, Los Angeles, CA 90027	(323) 674-0000	http://www.golf.lacity.org/cdp_roosevelt.htm	-118.2922441	34.1177893
489	Howard&#39s Cafe	1051 S Alvarado St, Los Angeles, CA 90006	(213) 385-7991	http://howardscafe.com	-118.2810474	34.050845
490	Peet&#39s Coffee & Tea	5600 Whittier Blvd Target #0189 Grocery, Commerce, CA 90022	(323) 725-1121	http://www.peets.com	-118.153228	34.0238187
491	Le Pain Quotidien	113 N Larchmont Blvd, Los Angeles, CA 90004	(323) 461-7701	http://www.lepainquotidien.us	-118.323912	34.0734686
492	Starbucks Coffee	13050 San Vicente Blvd, Los Angeles, CA 90049	(310) 395-8212	http://www.starbucks.com	-118.4911261	34.0481761
493	Starbucks Coffee	7624 Melrose Ave, Los Angeles, CA 90046	(323) 852-9690	http://www.starbucks.com	-118.356174	34.083436
494	Winchell&#39s Donuts	571 S Lake Ave, Pasadena, CA 91101	(626) 396-7065	http://www.winchells.com	-118.1324641	34.1361237
495	Winchell&#39s Donuts	101 W Florence Ave, Los Angeles, CA 90003	(323) 753-9850	http://www.winchells.com	-118.2743707	33.9749279
496	The Coffee Bean & Tea Leaf	8328 Wilshire Blvd, Beverly Hills, CA 90211	(323) 852-9988	http://coffeebean.com	-118.3728806	34.0641327
497	The Bishop Coffee & Gourmet	816 S Grand Ave, Los Angeles, CA 90017	(213) 239-0411	not found	-118.2580629	34.0452437
498	Spring for Coffee	548 S Spring St, Los Angeles, CA 90013	(213) 228-0041	http://www.umami.com/umamicatessen	-118.2503649	34.0458313
499	Snook Nuk Play	506 N Larchmont Blvd, Los Angeles, CA 90004	(323) 498-5258	not found	-118.323316	34.07924
500	Peet&#39s Coffee & Tea	7311 N Figueroa St Vons #2655 Grocery, Los Angeles, CA 90041	(323) 254-5716	http://www.peets.com	-118.2117257	34.1322469
501	The Coffee Bean & Tea Leaf	3183 Wilshire Blvd, Los Angeles, CA 90010	(213) 381-6853	http://coffeebean.com	-118.2908319	34.0624616
502	Clementine	1751 Ensley Ave, Los Angeles, CA 90024	(310) 552-1080	http://www.clementineonline.com	-118.4209254	34.0602419
503	Local Table	800 S Figueroa St, Los Angeles, CA 90017	(213) 488-2654	not found	-118.2611342	34.0475245
504	Daks Cafe	8899 Beverly Blvd Ste 201, Los Angeles, CA 90048	(310) 275-4780	not found	-118.3862062	34.0775412
505	Chimney Brick Toast Coffee Hse	1100 N Main St # B, Los Angeles, CA 90012	(323) 343-0030	http://lax-c.com	-118.2325402	34.0631569
506	Winchell&#39s Donuts	928 W Florence Ave, Los Angeles, CA 90044	(323) 789-6753	http://www.winchells.com	-118.2904357	33.9744589
507	Black Cat Cafe	8687 Melrose Ave, West Hollywood, CA 90069	(310) 360-0300	not found	-118.3823838	34.082157
508	Starbucks Coffee	5855 W Century Blvd, Los Angeles, CA 90045	(310) 641-5700	http://www.starbucks.com	-118.3842876	33.9464605
509	Corner Bakery Cafe	345 S Lake Ave Ste 107, Pasadena, CA 91101	(626) 578-1281	http://www.cornerbakerycafe.com	-118.1329003	34.140119
510	Winchell&#39s Donuts	3610 Venice Blvd, Los Angeles, CA 90019	(323) 733-6075	http://www.winchells.com	-118.323899	34.0433692
511	Bricks & Scones	403 N Larchmont Blvd, Los Angeles, CA 90004	(323) 463-0811	http://www.bricksandscones.com	-118.323998	34.077686
512	Kings Road Cafe	8361 Beverly Blvd, Los Angeles, CA 90048	(323) 655-8674	http://www.kingsroadcafe.com	-118.372293	34.076345
513	Kind Friendly Cafe	9850 Exposition Blvd, Los Angeles, CA 90034	(310) 836-5463	http://www.kindforcures.com	-118.4031629	34.0290394
514	Bobaloca	10946 Weyburn Ave, Los Angeles, CA 90024	(310) 443-8911	http://www.boba-loca.com	-118.4467585	34.0624002
515	Petite Cafe	633 W 5th St, Los Angeles, CA 90071	(213) 688-1122	http://www.petitecafepickup.com	-118.2543221	34.0511203
516	Montecarlo Coffee Shop	3450 W 6th St Ste 111, Los Angeles, CA 90020	(213) 389-4553	http://www.hollys.co.kr	-118.2966711	34.0635651
517	Starbucks Coffee	445 S Figueroa St #205, Los Angeles, CA 90071	(213) 623-9191	http://www.starbucks.com	-118.2570036	34.053263
518	Mel&#39s Bakery & Cafe	1977 W 48th St, Los Angeles, CA 90062	(323) 293-0193	not found	-118.315879	34.0002287
519	Dreams Cafe & Bar	5625 W Sunset Blvd, Hollywood, CA 90028	(323) 465-2233	http://www.dunesinnsunset.com/dining	-118.3126496	34.0983194
520	Boba Time	11207 National Blvd, Los Angeles, CA 90064	(310) 445-9882	http://www.itsbobatime.com	-118.4289988	34.0272652
521	Paper or Plastik Cafe	5772 W Pico Blvd, Los Angeles, CA 90019	(323) 935-0268	http://www.paperorplastikcafe.com	-118.3644004	34.0508251
522	Peet&#39s Coffee & Tea	9860 National Blvd Vons #2100 Grocery, Los Angeles, CA 90034	(310) 836-4161	http://www.peets.com	-118.395863	34.0324632
523	The Coffee Bean & Tea Leaf	950 Westwood Blvd, Los Angeles, CA 90024	(310) 208-8018	http://coffeebean.com	-118.4449463	34.0628103
524	Tom N Toms 3240	3240 Wilshire Blvd # 102, Los Angeles, CA 90010	(213) 380-3875	http://en.tomntoms.com	-118.2925119	34.0614708
525	Caffe Luxxe	11973 San Vicente Blvd, Los Angeles, CA 90049	(310) 440-7802	http://caffeluxxe.com	-118.471947	34.052824
526	Starbucks Coffee	1410 S Atlantic Blvd, Alhambra, CA 91803	(626) 289-7624	http://www.starbucks.com	-118.1339969	34.077107
527	G & B Coffee	317 S Broadway # 6, Los Angeles, CA 90013	(213) 625-0747	http://gandbcoffee.com	-118.2487951	34.050655
528	Coffee Bean and Tea Leaf	1945 S La Cienega Blvd, Los Angeles, CA 90034	(310) 237-2326	http://www.coffeebean.com	-118.3769931	34.041421
529	Starbucks Coffee	1149 S Hill St, Los Angeles, CA 90015	(213) 749-0487	http://www.starbucks.com	-118.2611507	34.0393079
530	Cafe Brentwood	150 S Barrington Ave, Los Angeles, CA 90049	(310) 472-0766	http://cafebrentwood.com	-118.4694412	34.0647115
531	Go Get Em Tiger	230 N Larchmont Blvd, Los Angeles, CA 90004	(323) 380-5359	http://ggetla.com	-118.3232999	34.0755874
532	Lamill Coffee	1112 Westminster Ave, Alhambra, CA 91803	(626) 202-0100	http://www.lamillcoffee.com	-118.1551747	34.0814714
533	Cake Studio Cafe	315 Glendale Blvd, Los Angeles, CA 90026	(213) 483-2253	http://www.cakestudiola.com	-118.2603615	34.0659934
534	Starbucks Coffee	82 S Lake Ave, Pasadena, CA 91101	(626) 405-1592	http://www.starbucks.com	-118.1320347	34.1441425
535	Elabrew Coffee	127 E 6th St, Los Angeles, CA 90014	(213) 628-3020	not found	-118.249288	34.044807
536	Brasil Kiss Coffeebar	6350 Santa Monica Blvd, Los Angeles, CA 90038	(323) 498-6099	not found	-118.3279657	34.0904483
537	Bldg Sunset Junction	4141 Santa Monica Blvd, Los Angeles, CA 90029	(323) 669-7941	not found	-118.28289	34.091799
538	Casa Princesa	4527 York Blvd, Los Angeles, CA 90041	(323) 474-6860	not found	-118.2172667	34.12382
539	The Macchiato	141 N Atlantic Blvd, Monterey Park, CA 91754	(626) 872-1351	http://www.gotmacchiato.com/home.php	-118.1346026	34.064093
540	Amandine Patissiere	12225 Wilshire Blvd, Los Angeles, CA 90025	(310) 979-3211	http://amandinecafe.com	-118.4689334	34.0432285
541	The Coffee Bean & Tea Leaf	1 Lmu Dr, Los Angeles, CA 90045	(310) 686-1916	http://coffeebean.com	-118.4224641	33.9668816
542	Apple Cafe	435 S Los Angeles St, Los Angeles, CA 90013	(213) 623-7003	http://www.applerestaurantlounge.com	-118.2472391	34.0467475
543	Middle East Club	1707 N Kenmore Ave, Los Angeles, CA 90027	(323) 661-0430	not found	-118.2974056	34.1021572
544	Starbucks Coffee	2049 Century Park E, Los Angeles, CA 90067	(310) 286-3023	http://www.starbucks.com	-118.4130375	34.0586446
545	Starbucks Coffee	5080 Rodeo Rd, Los Angeles, CA 90016	(323) 292-0633	http://www.starbucks.com	-118.3548499	34.0202383
546	Chado Tea Room	6801 Hollywood Blvd # 209, Los Angeles, CA 90028	(323) 472-8111	not found	-118.3399805	34.1026077
547	Peet&#39s Coffee & Tea	8985 Venice Blvd Albertsons #6169 Grocery, Los Angeles, CA 90034	(310) 202-6167	http://www.peets.com	-118.395863	34.0324632
548	Cafe Storygarden	338 S Western Ave, Los Angeles, CA 90020	(213) 389-9853	not found	-118.308713	34.067818
549	Yum-Yum Donuts	4503 N Figueroa St, Los Angeles, CA 90065	(323) 343-1593	http://www.yumyumdonuts.com	-118.207451	34.0962383
550	Mocha Cafe	695 S Vermont Ave, Los Angeles, CA 90005	(213) 386-8612	not found	-118.2916999	34.0599713
551	Mitchel Cafe & Grill	6103 Pacific Blvd, Huntington Park, CA 90255	(323) 588-2323	not found	-118.2254167	33.9852119
552	Organic Green Tea	2363 S Robertson Blvd, Los Angeles, CA 90034	(310) 204-1599	not found	-118.388224	34.040006
553	Toffee Sensations	1530 W Manchester Ave, Los Angeles, CA 90047	(323) 971-1727	http://www.toffeesensations.com	-118.3035192	33.9597021
554	Chango Coffee Shop	1559 Echo Park Ave, Los Angeles, CA 90026	(213) 977-9161	http://www.changoechopark.com	-118.2547587	34.0813853
555	Hotcakes Bakes	4119 S Centinela Ave, Los Angeles, CA 90066	(310) 397-2324	http://hotcakesbakes.com	-118.4282377	33.996461
556	The Buttercup LA	11301 W Olympic Blvd Ste 106, Los Angeles, CA 90064	(310) 478-7999	http://www.thebuttercupla.com	-118.4418145	34.0385854
557	Lulu&#39s Cafe	7149 Beverly Blvd, Los Angeles, CA 90036	(323) 938-6095	not found	-118.345333	34.0764143
558	Beard Papa&#39s	333 S Alameda St, Los Angeles, CA 90013	(213) 620-0710	http://muginohointl.com/locations/little-tokyo-shopping-center	-118.2384922	34.0452743
559	Cafe Brasil	11736 W Washington Blvd, Los Angeles, CA 90066	(310) 391-1216	http://www.cafe-brasil.com	-118.4182812	33.9993241
560	Peet&#39s Coffee & Tea	6820 Eastern Ave Walmart #5688 Grocery, Bell Gardens, CA 90201	(323) 282-2503	http://www.peets.com	-118.1514588	33.9652918
561	Winchell&#39s Donuts	7158 Melrose Ave, Los Angeles, CA 90046	(323) 938-8578	http://www.winchells.com	-118.3455075	34.0832413
562	Posh Portage Inc	606 W El Segundo Blvd Unit B, Los Angeles, CA 90061	(888) 767-4482	http://poshportage.com	-118.2850049	33.9158922
563	Green Source Coffee	116 S Medio Dr, Los Angeles, CA 90049	(310) 472-2058	not found	-118.481584	34.057076
564	Upstage Cafe	16821 Burbank Blvd, Los Angeles, CA 90010	(213) 739-9913	not found	-118.4972498	34.1702607
565	Don Raul Coffee Co.	5707 S Alameda St, Vernon, CA 90058	(323) 854-5112	http://www.donraulcoffee.com	-118.2383456	33.990706
566	Petrossian Paris Cafe & Boutique	321 N Robertson Blvd, West Hollywood, CA 90048	(310) 271-6300	http://www.petrossian.com/restaurant-west-hollywood-restaurant-and-boutique-7.html	-118.383954	34.077761
567	Drugstore Cafe	1513 S Grand Ave, Los Angeles, CA 90015	(310) 657-4526	not found	-118.2665758	34.0361133
568	Crown Coffee Services Warehouse	541 S Raymond Ave, Pasadena, CA 91105	(626) 351-6100	http://www.crowncoffeeservices.com	-118.1489881	34.1364902
569	The Coffee Bean & Tea Leaf	6320 E Washington Blvd, Commerce, CA 90040	(323) 890-2904	http://coffeebean.com	-118.1430477	33.9953255
570	Romeo & Juliet	1032 Crenshaw Blvd, Los Angeles, CA 90019	(323) 938-0507	not found	-118.3231592	34.0537072
571	Starbucks Coffee	11705 National Blvd, Los Angeles, CA 90064	(310) 914-4585	http://www.starbucks.com	-118.4390126	34.0227656
572	Cafe Hama	4507 S Centinela Ave, Los Angeles, CA 90066	(310) 301-3399	not found	-118.423262	33.9925938
573	Peet&#39s Coffee & Tea	2320 Mercury Ave Los Angeles Afb Grocery, Los Angeles, CA 90031	(310) 363-6140	http://www.peets.com	-118.2117257	34.081032
574	Starbucks Coffee	350 S Grand Ave Ste B5, Los Angeles, CA 90071	(213) 626-0466	http://www.starbucks.com	-118.2515594	34.0514021
575	Peet&#39s Coffee & Tea	11750 San Vicente Blvd, Los Angeles, CA 90049	(310) 979-7892	http://www.peets.com	-118.4675212	34.0530301
576	The Boulevard Market Cafe	5985 W Century Blvd, Los Angeles, CA 90045	(310) 642-7500	not found	-118.3889241	33.9458671
577	Verve Coffee Roasters	8051 W 3rd St, Los Angeles, CA 90048	(323) 424-7008	not found	-118.3650134	34.0721495
578	Sunday Cafe	396 S Los Angeles St # 26, Los Angeles, CA 90013	(213) 620-9919	not found	-118.245712	34.047224
579	Pico Cafe	8944 W Pico Blvd, Los Angeles, CA 90035	(310) 385-9592	http://www.kosherpicocafe.com	-118.3870232	34.0552687
580	Starbucks Coffee	575 S Lake Ave, Pasadena, CA 91101	(626) 795-0918	http://www.starbucks.com	-118.1324826	34.1360148
581	Bobo Loca	3121 Glendale Blvd, Los Angeles, CA 90039	(323) 210-3484	not found	-118.262517	34.1165521
582	Seattle&#39s Best Coffee	10250 Santa Monica Blvd, Los Angeles, CA 90067	(310) 552-1411	http://www.seattlesbest.com	-118.4194176	34.0596101
583	Cafe La Casita	5115 W Sunset Blvd, Los Angeles, CA 90027	(858) 205-2148	http://www.cafelacasita.com	-118.301128	34.098495
584	Starbucks Coffee	300 E Green St, Pasadena, CA 91101	(626) 793-2122	http://www.starbucks.com	-118.1441489	34.143823
585	Joe & K&#39s Deli	2601 S Soto St, Vernon, CA 90058	(323) 268-5772	http://www.joeksdeli.com	-118.2199326	34.014399
586	Mr Espresso	3620 Overland Ave, Los Angeles, CA 90034	(310) 839-3061	not found	-118.409817	34.022934
587	Persepolis Cafe	1269 Westwood Blvd, Los Angeles, CA 90024	(310) 914-2468	not found	-118.443298	34.057267
588	Tisket A Tasket Catering & Food Services	3850 W Slauson Ave, Los Angeles, CA 90043	(323) 291-8021	http://www.tisketatasketcatering.com	-118.3415532	33.9887405
589	Wood Cafe	12000 W Washington Blvd, Los Angeles, CA 90066	(310) 915-9663	http://www.thewoodcafe.com	-118.4220635	33.997442
590	New Frontier Espresso Bar Catering Service	12021 Wilshire Blvd, Los Angeles, CA 90025	(800) 949-5282	http://www.nfcoffee.com	-118.4660217	34.0456112
591	Groundwork Coffee Co	108 W 2nd St, Los Angeles, CA 90012	(213) 620-9668	http://www.lacoffee.com	-118.2448223	34.0510127
592	The Coffee Bean & Tea Leaf	6333 W 3rd St E-11, Los Angeles, CA 90036	(323) 857-0461	http://coffeebean.com	-118.3605725	34.0717892
593	The Coffee Bean & Tea Leaf	763 Americana Way, Glendale, CA 91210	(818) 242-6123	http://coffeebean.com	-118.2553811	34.1437482
594	Panini Cosmopolitan Cafe Inc	1553 Westwood Blvd, Los Angeles, CA 90024	(310) 477-0087	not found	-118.4402671	34.0531146
595	Etchea Cafe Bakery & Catering	254 S Hope St, Los Angeles, CA 90012	(213) 626-0157	http://www.etcheabakery.com	-118.2519898	34.0538269
596	Peet&#39s Coffee & Tea	3443 S Sepulveda Blvd Albertsons #6168 Grocery, Los Angeles, CA 90034	(310) 390-7857	http://www.peets.com	-118.395863	34.0324632
